frame_index,timestamp_sec,detected,arousal,valence,intensity,emotion_label
1768,58.992266666666666,True,0.406,-0.385,0.56,Very afraid
1784,59.526133333333334,True,0.421,-0.346,0.545,Moderately afraid
1788,59.6596,True,0.478,0.061,0.482,Moderately astonished
1792,59.79306666666667,True,0.341,-0.309,0.46,Moderately afraid
1796,59.92653333333333,True,0.226,-0.104,0.249,Slightly tensed
1836,61.2612,True,0.38,-0.032,0.381,Moderately aroused
1840,61.394666666666666,True,0.231,-0.049,0.236,Slightly aroused
1844,61.52813333333334,True,0.234,-0.166,0.287,Slightly alarmed
1864,62.19546666666667,True,0.286,0.189,0.343,Moderately delighted
1868,62.32893333333333,True,0.255,0.05,0.26,Slightly astonished
1872,62.4624,True,0.356,0.161,0.391,Moderately excited
1876,62.595866666666666,True,0.41,-0.133,0.431,Moderately tensed
1880,62.72933333333334,True,0.284,0.075,0.294,Slightly excited
1884,62.8628,True,0.288,-0.132,0.317,Slightly tensed
1888,62.99626666666667,True,0.441,-0.247,0.505,Moderately alarmed
1892,63.129733333333334,True,0.345,-0.134,0.37,Moderately tensed
1896,63.2632,True,0.337,0.249,0.419,Moderately delighted
1900,63.39666666666667,True,0.433,-0.029,0.434,Moderately aroused
1904,63.53013333333333,True,0.361,0.124,0.382,Moderately excited
1908,63.6636,True,0.136,-0.069,0.153,Slightly alarmed
1912,63.797066666666666,True,0.244,-0.095,0.262,Slightly tensed
1916,63.93053333333334,True,0.285,-0.226,0.364,Moderately afraid
